r,timing_ns,result,num_iters
5098,45912.395606281505,31401,4571
8826,79336.42910254214,29610,7914
42690,382997.36695253063,64380,38280
56366,505632.7503888656,34540,50544
11813,106120.59858324629,62570,10592
20993,188444.18372326437,55418,18824
22527,202199.01775599786,27158,20200
23637,212148.5707375947,50703,21195
16007,143726.5014534835,52365,14353
3622,32682.29591714846,60301,3247
34409,308749.56957076496,15931,30855
23415,210159.55933368285,45994,20996
22425,201277.62388423397,62182,20108
17351,155777.28853890256,64936,15558
60891,546217.5459032448,12172,54602
39999,358863.7247614662,59539,35867
27433,246186.27400863843,47403,24599
13458,120882.6069932394,3904,12068
52490,470880.7394270297,55032,47068
58206,522139.5147200087,32250,52194
2118,19192.311833464297,16593,1899
60912,546404.6660244038,1107,54621
45827,411138.3040222424,65105,41093
6541,58849.7564412537,29249,5865
49347,442699.0864785704,29388,44250
7038,63309.83879590224,7621,6311
3333,30084.064909294877,50334,2988
7557,67961.45627023742,33682,6776
30129,270376.67406245414,18409,27017
40595,364220.67101863795,23188,36402
26688,239508.45412877464,43701,23931
7992,71853.79827562599,38482,7166
13050,117221.85745682527,12958,11702
55849,501001.68860246206,60466,50080
63072,565766.0834668262,61091,56557
49420,443354.2940529163,59565,44315
6776,60961.808678000045,11508,6076
53714,481862.23601788474,27870,48166
45340,406768.3092684497,19063,40657
34468,309275.07086951303,9804,30908
9385,84349.14162979573,47075,8415
65303,585777.1457128326,33744,58558
29000,260241.17454692643,57916,26004
2895,26163.678304448404,314,2596
13758,123569.95059467976,4955,12337
26291,235951.60122200055,43839,23575
4084,36828.08050083261,13434,3662
21225,190512.9575449972,57978,19032
30690,275406.424351818,22340,27520
62156,557558.5684690473,35168,55736
5660,50950.01560442552,28565,5075
37796,339114.1794812298,28452,33892
60001,538239.8052324067,6870,53804
52822,473859.75965279154,36102,47366
60603,543628.8177682469,60959,54343
11161,100276.98557795657,19226,10008
52505,471013.77388318797,19048,47082
64121,575180.9387699858,38776,57498
21362,191748.32503417868,48193,19155
32671,293152.7611797969,48718,29296
34781,312085.0766650083,53926,31188
32346,290248.79313730827,20279,29005
18987,170456.7535447976,1652,17026
63613,570619.0171554652,3799,57043
62670,562162.1402509445,29543,56197
24946,223885.6114575957,38035,22369
52763,473330.10369095026,42229,47313
26046,233747.20449265756,63729,23355
52076,467164.539142326,39167,46697
38313,343767.15093938215,2526,34356
30806,276429.13775202964,23620,27624
8391,75434.87956194939,24810,7524
42889,384787.50780046015,28167,38459
21038,188844.25612059687,12987,18865
14209,127613.80379199049,32525,12741
12660,113715.71126872218,31248,11352
64333,577081.7414568992,45634,57688
6768,60884.25660874441,123,6069
52320,469370.416991252,26044,46916
56750,509086.8186109404,56852,50888
2035,18441.4898840197,54086,1824
38613,346446.52176343993,3577,34625
37832,339428.26546893304,46924,33924
23501,210942.30400336173,53721,21073
43684,391914.53814388195,21124,39172
26777,240303.336108234,31127,24011
28809,258527.29551920612,39993,25833
28274,253736.13715230607,56683,25353
52461,470626.316705651,54712,47042
41484,372188.86042347725,35257,37199
24836,222903.3863061003,61674,22270
60722,544701.6997837117,41938,54450
52551,471439.4999495342,35371,47123
61116,548236.8325830159,62101,54803
47863,429391.11711746606,46903,42919
25651,230204.88220118647,50333,23001
50644,454334.5714421658,32403,45413
21574,193644.06666687343,55051,19345
17752,159387.07524320006,37730,15918
29553,265206.2141664373,50462,26500
63509,569684.30814119,52357,56949
37212,333873.65337393415,49120,33368
25140,225628.97661021963,35657,22543
30259,271540.26937343535,55993,27133
19081,171289.4641693392,20764,17110
43162,387241.0958035735,15364,38704
22960,206082.0089503728,45492,20588
36325,325932.3538155656,23517,32573
24231,217474.4337243172,27886,21728
21014,188631.3947562969,44353,18843
63570,570237.6140603973,32696,57004
22653,203332.31197460694,26289,20313
4621,41623.211364913754,48731,4143
24806,222637.45438400863,2600,22244
34867,312843.7523689385,61653,31265
6201,55786.65834875929,36794,5560
20029,179804.60638322151,26706,17960
10881,97784.09655804223,13877,9757
32803,294353.6715003624,7247,29415
47379,425041.8802284911,46081,42485
63455,569213.2430695577,24649,56901
25494,228801.28983999684,64416,22860
56561,507395.4351576576,25395,50719
14057,126251.24889338683,12773,12605
51139,458774.6777145293,24309,45857
36867,330797.2646894231,24979,33059
49676,445650.4038465078,30759,44545
49503,444104.68485576345,22072,44390
34885,313017.69165993645,5368,31282
16867,151444.4351797362,64114,15124
34476,309355.1469467869,21189,30915
54172,485964.66002177756,8071,48577
63598,570481.5335694344,39783,57029
60771,545139.9546363819,37960,54494
11890,106812.76537788431,158,10662
39142,351182.99288757035,27489,35099
6854,61658.61111084989,7850,6146
43830,393224.85184471786,15957,39303
65018,583217.8783582059,62230,58302
3445,31085.66001809827,13161,3089
43019,385962.0068118606,230,38576
61951,555714.3641144081,46462,55552
55508,497946.9862665585,9257,49775
25716,230799.09966563474,3604,23060
6809,61249.86188336932,50281,6105
60534,543023.3121568642,3714,54282
60366,541508.9424629428,26713,54131
37935,340366.3480821017,5133,34017
64138,575333.4227332936,54779,57513
303,2904.7048557497137,46271,271
40401,362477.34553971177,25566,36228
2526,22860.919910833538,7539,2265
61307,549954.0134901013,14503,54975
44582,399967.7705142082,37811,39977
59848,536856.401287196,59406,53666
36867,330792.2476840224,24979,33059
5456,49111.82828400324,33092,4892
1739,15790.747061314436,25967,1559
21987,197363.23031390063,12162,19716
48712,437012.9274225563,2047,43681
9896,88930.35412901264,61751,8873
55833,500853.6146182109,37696,50066
15691,140893.16361615565,28544,14070
32526,291862.11769810977,47118,29166
13306,119515.31120251273,49673,11931
30517,273845.92487837473,13653,27365
29627,265873.3258416873,8351,26567
359,3412.8813733279994,60445,321
37204,333802.63415830577,37735,33361
51542,462387.2048369067,49090,46218
61345,550294.6763951028,19441,55009
21669,194508.38005491582,1875,19431
57697,517580.44237937196,4040,51738
57577,516492.21074814355,29828,51630
64759,580899.8484727376,45816,58070
24443,219380.30383967113,34744,21918
55751,500131.2948049272,2901,49993
37024,332201.09489935666,10896,33200
3818,34433.89152929371,44389,3423
17713,159028.92003566452,39559,15883
44033,395048.88401620276,18197,39485
10522,94558.97448622726,18953,9435
28484,255619.49204108407,11554,25542
50772,455474.97555331996,18000,45528
9813,88190.09293593554,33723,8799
32537,291957.34936481155,38202,29176
14078,126442.1253087104,1708,12624
35151,315401.4466172827,39934,31520
15772,141637.91119079353,4585,14143
63255,567425.72425097,2108,56722
5026,45261.23720007047,59978,4506
63134,566323.0791593216,34663,56613
51884,465454.99324987066,28011,46525
56062,502918.3305075736,60557,50271
55791,500475.9930584513,59826,50028
12293,110440.90264618272,24939,11023
61006,547251.6867135318,20219,54705
38937,349352.1898464357,38783,34915
63041,565498.9911199082,8784,56530
57537,516139.0031075893,38424,51594
37977,340740.1382937595,48524,34054
24535,220209.27160677122,1869,22001
7685,69103.8168522579,19279,6891
6625,59599.03794876322,50510,5940
25534,229162.3693156626,55820,22896
53135,476670.3380576983,14703,47647
33111,297112.81264994777,19683,29691
31566,283254.71375028096,56859,28305
16017,143817.72287333448,50216,14362
36980,331795.1068843777,46560,33160
41807,375083.32486207556,11709,37489
64351,577239.6084129659,54870,57704
47792,428766.0398522625,3192,42856
39785,356955.0648747852,694,35676
59629,534894.4254441281,34396,53470
27845,249892.14442253413,11281,24969
61258,549505.3689178788,18481,54931
24242,217573.58971605104,18970,21738
8373,75280.5786508883,15574,7508
27363,245555.65687876154,62446,24536
8437,75854.20784871056,41133,7565
7758,69757.11875195004,49456,6956
57737,517931.18107595743,60965,51773
52073,467140.686591792,59468,46694
14494,130175.45892079371,4039,12997
54888,492392.3151201989,11453,49219
4515,40683.323646245,45302,4048
18634,167290.9878044841,31647,16709
46264,415050.2561026574,56371,41485
19905,178685.78617729904,14041,17849
47863,429386.5120337114,46903,42919
57287,513905.72100056487,26628,51370
4329,39006.43006408338,59065,3881
1571,14273.643068392103,48966,1408
61589,552484.5502560774,6318,55228
34101,305990.872806616,3495,30579
33185,297766.08494824654,43093,29757
30381,272627.43325683277,16671,27243
28411,254960.44825261316,46898,25476
45218,405669.74068761576,58385,40547
37985,340807.293814065,59909,34061
10706,96195.40498596201,18724,9600
41058,368370.94263126876,35075,36817
43790,392876.37127864297,24553,39267
7444,66947.40263992357,12101,6675
24684,221539.0753612735,41922,22134
51795,464648.23691802914,40585,46445
40539,363726.5410054695,9014,36352
8935,80320.76241604175,12738,8012
2628,23754.518619495804,38036,2356
38081,341669.9195166667,65487,34147
30253,271479.0667325541,31074,27128
62969,564847.6379087359,37361,56465
34218,307030.6389975676,63529,30683
61032,547479.7541283894,40840,54728
14043,126125.78779175348,41990,12592
29310,263019.20286685915,56818,26282
9149,82240.19116060408,6062,8204
37624,337579.2990591694,12998,33738
12349,110930.80448936066,39113,11073
32254,289413.4973573899,53154,28922
22549,202400.89271349082,9326,20220
12170,109327.6475728688,5507,10913
6344,57081.40326509227,51928,5688
33550,301038.74993239704,62936,30084
62069,556782.579122972,34208,55658
13022,116975.41705094304,5871,11677
26536,238147.78259441364,23949,23795
14717,132168.81834323597,1981,13197
53004,475484.36679595895,49407,47529
27185,243971.83253747693,22073,24377
63844,572706.3109503017,13126,57250
16064,144250.3901863771,59772,14404
5290,47624.626365427546,42557,4743
38167,342456.63909390033,7693,34225
42698,383076.2113838805,10244,38288
64914,582287.2577439542,45267,58209
57095,512183.3524105225,15472,51198
57931,519676.86232750723,58587,51947
41556,372841.8161020256,6680,37264
23576,211614.88168371737,4843,21141
28110,252252.89377540344,52614,25206
8763,78770.24884569297,62805,7857
28245,253477.1165407906,56363,25327
23879,214330.95942181916,51114,21412
2353,21278.49035178912,64373,2109
13397,120324.80836940791,23565,12013
35028,314297.0246726526,20502,31410
24200,217199.5098011175,41100,21700
65097,583938.4233815098,51805,58373
31354,281352.0906058966,50001,28115
62815,563463.8420660486,31143,56327
43290,388392.92143281695,961,38819
2647,23926.679357965026,40505,2373
13330,119726.63846405069,18307,11953
46244,414879.5572579249,60669,41467
35717,320480.347488535,10030,32028
19772,177492.90310968,62279,17729
34207,306935.63081343094,6924,30674
59164,530727.426707889,36043,53053
25469,228592.25625382163,37028,22838
2956,26694.162681768583,46174,2650
20375,182898.91248863997,44080,18270
61319,550050.5054272166,64341,54985
49912,447762.06330032967,6251,44757
54872,492235.0763344595,54204,49204
59729,535796.6805982464,12906,53560
7699,69235.1991946513,55583,6903
18521,166273.94423917265,10066,16608
3920,35350.7397153708,9365,3515
311,2979.705573799849,57656,278
54691,490620.8919957545,34132,49042
61389,550694.8249217005,49298,55048
10206,91712.77354731447,60653,9151
47317,424496.48540407576,6988,42430
35047,314482.44657122553,22971,31427
4536,40873.45282766168,34237,4067
60000,538221.1613820699,13637,53803
57084,512085.2571445481,24388,51188
37180,333593.11600454786,3580,33340
46381,416094.7486602059,50884,41590
26027,233584.9876711384,61260,23338
51947,466011.47381419665,60337,46581
29158,261652.57427847185,37066,26146
64811,581366.470294789,21537,58117
4136,37277.53277806644,54676,3708
11280,101341.4162185741,205,10115
63473,569369.6499221951,33885,56917
18921,169860.2572973372,55148,16966
20355,182721.863281346,48378,18252
51845,465098.80468699895,29840,46490
12408,111460.31017011208,32986,11126
33648,301918.6705391098,54980,30172
18742,168268.00118717912,21542,16806
12969,116491.41088985193,36917,11629
63186,566800.5645766841,10384,56660
13098,117644.93046643259,15747,11745
6178,55592.49222544307,61393,5539
44157,396154.0056720937,30862,39596
56826,509768.68813708023,1207,50957
8354,75103.04937604777,13105,7491
46378,416085.55556943524,5664,41588
35433,317930.63920089765,31749,31773
54383,487853.6119367183,21696,48766
8319,74783.46845529314,53387,7459
63941,573561.4866623885,11937,57337
40565,363950.15314679005,29635,36375
55178,494989.2942093475,14653,49479
23716,212861.29138460153,40278,21266
61811,554473.8324512445,11027,55427
41040,368210.9903805606,25839,36801
8317,74785.7868153679,1400,7458
60469,542437.4667311843,50443,54223
52141,467746.329429937,57959,46755
19670,176582.87637551373,31782,17638
35753,320796.432828017,28502,32060
25426,228204.34876631878,404,22800
35610,319516.0859872402,13368,31932
63252,567396.4290598605,22409,56719
58898,528348.0800730505,1477,52815
14123,126828.5806647406,24798,12664
63673,571158.9382120906,56426,57096
28695,257510.3433111972,25179,25731
46182,414321.56601191155,21576,41412
50072,449203.21345303056,37388,44900
31643,283940.3676945626,59968,28374
29921,268498.82235568383,50004,26830
29904,268348.00540264056,34001,26815
56515,506976.6024827386,9072,50678
25314,227195.67960261268,37577,22699
18341,164656.02907853868,48748,16446
23692,212653.54876191076,6123,21245
12769,114700.3023381481,14376,11450
25652,230219.83986043985,43566,23002
7475,67223.24130406059,64408,6702
5881,52935.03911245137,40041,5273
47427,425481.31814988435,48870,42528
5074,45688.03240973021,62767,4549
37229,334026.4462335278,65123,33383
51098,458398.00416007236,39672,45820
47469,425866.15769746253,26740,42566
29227,262284.79070630035,28790,26208
12687,113961.4846932639,45102,11376
60979,547014.3324479287,6365,54681
54720,490883.5386947102,34452,49068
40113,359896.83795496484,8832,35970
5685,51176.339510513724,55953,5097
2305,20857.694029125465,61584,2066
20654,185400.05640389278,56196,18520
10321,92749.35117842956,3179,9255
56371,505688.27060737624,705,50549
13486,121124.59664104601,10991,12093
18520,166265.2888243912,16833,16607
63931,573477.4360217534,14086,57328
53613,480942.0938595184,56127,48075
14330,128683.75736649471,65491,12849
25130,225543.97797609496,37806,22534
33793,303225.1505669485,56580,30302
43523,390471.48244754015,62275,39027
61339,550227.9377292342,60043,55003
57077,512020.1983518952,6236,51182
64026,574336.0151974626,26431,57413
2664,24087.006666068773,56508,2388
15487,139074.39282810982,33071,13887
36888,330978.00480393576,13914,33078
3219,29056.8775057037,35520,2886
23282,208966.67962709215,28711,20877
10064,90441.68040990463,38752,9024
61125,548316.4860755175,1198,54812
4150,37404.361216389596,25459,3721
9724,87391.62859211842,46297,8719
12785,114841.8791552793,37146,11464
9736,87499.40543757852,30614,8730
37253,334256.326050788,33757,33405
23873,214266.21787791327,26195,21407
59784,536288.8481582415,33847,53609
17089,153430.28167945886,3302,15324
35199,315829.2778986627,42723,31563
43250,388030.0126977593,9557,38783
41015,367975.5895992345,63972,36778
52180,468105.5711971831,56130,46790
13227,118812.4358114282,60098,11860
33249,298350.18406863115,3131,29815
52455,470564.42956113786,29793,47037
56545,507251.9742042852,2625,50705
40478,363168.9606314691,28675,36297
42712,383203.2876774399,46548,38300
56619,507916.0943927255,26035,50771
40942,367330.1604435306,33795,36713
62169,557679.5423737768,12718,55748
8360,75158.78037560896,38024,7496
22795,204596.36572722535,48190,20440
7351,66110.93079613113,51743,6591
5935,53416.25198048761,2228,5322
30922,277479.5806102269,24900,27728
14803,132945.393758277,9708,13274
26677,239399.88324932754,52617,23921
28688,257447.4432694653,7027,25725
40683,365014.5509318369,17381,36481
61962,555819.9337367677,37546,55562
55652,499248.7201195387,17624,49904
24787,222471.59691999995,131,22227
21333,191482.0234956234,47873,19129
50502,453059.01256521774,10502,45286
8102,72850.45079948373,14843,7265
35413,317748.87997683504,36047,31755
27717,248742.20834273132,25684,24854
11978,107596.38340422568,59872,10740
40390,362382.7041839454,34482,36218
21015,188645.61965575724,37586,18844
12161,109262.77186104128,889,10905
42798,383971.88795078784,54275,38377
11414,102549.07237519692,10721,10235
44086,395514.7415233538,52672,39532
10621,95436.25957264974,4230,9524
28486,255632.41448939047,63541,25543
52940,474918.05249340815,23848,47472
14981,134535.8487299436,50081,13433
50295,451189.8893312596,35330,45100
47300,424337.01507415174,56506,42414
59143,530537.6005731381,47108,53034
11065,99417.73841131435,13648,9922
46855,420346.3249911099,53855,42015
61371,550519.3528100478,40062,55032
49993,448497.0811759159,47813,44829
12312,110612.52930201645,27408,11040
53869,483252.8149576547,27321,48305
7032,63236.64418807621,48223,6305
38582,346180.927577291,16791,34597
32606,292576.9012095217,29926,29238
34797,312231.19877967803,11175,31203
34041,305450.982933118,16389,30525
2063,18691.097206447383,61173,1849
33297,298774.2309416454,5920,29858
61376,550571.4116677779,6227,55037
28611,256755.05771625153,3918,25656
18144,162902.18884776288,5906,16270
65181,584686.5574489079,7545,58449
6486,58357.54661044065,8308,5816
31862,285912.0458326062,19457,28571
33586,301368.06634554674,15887,30117
31316,281008.10625173093,45063,28081
60392,541741.7880950789,47334,54154
27635,247988.8157898141,56410,24780
63771,572035.1974735082,48470,57184
4379,39457.48582891573,48320,3926
48088,431407.06209211214,31311,43121
38851,348573.8390614925,31056,34838
15761,141522.27313530314,13501,14133
14937,134127.81759731026,20224,13394
47154,423028.8106972725,61673,42283
41777,374821.1252284031,18156,37462
40044,359269.05062124564,17108,35908
3331,30056.6493364416,63868,2986
39174,351481.18414067174,7508,35128
64301,576804.7470891846,94,57660
1136,10379.359374828682,44166,1018
30730,275757.07332345855,13744,27556
32392,290658.9719829613,36602,29046
58756,527061.1022441678,45097,52687
18533,166377.81192231778,59904,16618
31159,279605.82342643046,59146,27940
46991,421573.3330373272,50837,42137
3953,35627.89812900179,48138,3544
52488,470863.02256181324,3045,47067
53872,483269.72673896153,7020,48308
47152,423021.9897125114,9686,42282
42469,381014.2598278458,52904,38082
48984,439437.72307048104,61532,43924
51221,459496.919416433,59104,45930
59191,530972.4529301634,49897,53077
28054,251758.7916748179,38440,25156
29881,268140.0821491851,58600,26794
41798,374996.8416475002,7091,37481
12652,113648.41983197753,19863,11345
56101,503256.7070822277,58728,50306
50485,452900.3756647299,60020,45270
41348,370972.9080952065,38275,37077
19765,177426.2651130645,44127,17723
22780,204469.043515573,18653,20427
28500,255764.4317224255,34324,25556
43409,389446.6684182165,47461,38925
50977,457318.8802001301,6706,45712
44020,394936.4766108661,40647,39473
60930,546569.7736835644,10343,54637
62938,564568.4497033275,50575,56437
46186,414344.9729335992,60029,41415
24303,218116.9974135133,64830,21792
39251,352180.50944348477,10617,35197
27852,249950.89826206487,29433,24975
41219,369818.3939365963,59445,36961
53211,477344.3792962017,24579,47715
24199,217192.80866413677,47867,21699
33138,297349.8663000923,33537,29715
2991,27031.273621588007,5892,2682
48261,432954.4282661383,39998,43276
32096,288015.419827645,8483,28781
30121,270299.574567246,7024,27010
34885,313021.71035366476,5368,31282
14120,126818.14793423458,45099,12661
39179,351528.6628134138,39194,35132
48826,438040.7757407459,16861,43783
22911,205649.34191795147,49470,20544
8594,77267.78993818224,27050,7706
25346,227484.49868975685,17596,22728
13012,116884.27997792949,8020,11668
24501,219902.8743016506,35384,21970
41070,368487.4610802552,19392,36828
7430,66822.22891432163,41318,6662
48962,439250.0568559944,13843,43905
14717,132169.25054020897,1981,13197
58620,525849.5945890769,48115,52565
47990,430521.55922005576,39267,43033
17860,160348.56263563802,27625,16015
36903,331110.0720228927,43451,33091
7255,65245.86129856954,46165,6505
6535,58796.16227805251,4330,5860
62641,561902.6046535193,29223,56171
52576,471649.09333568177,62759,47145
10118,90920.35286690849,939,9073
18522,166294.02858313278,3299,16609
12952,116335.94509052947,20914,11614
25891,232364.60551838198,64278,23216
19088,171357.92334745807,38916,17116
21495,192933.23156471096,65476,19274
34686,311225.4245136393,41581,31103
12387,111272.12913269337,44051,11107
57843,518880.65888551343,64394,51868
47676,427716.2481368318,1912,42752
49831,447040.4532933671,30210,44684
11105,99780.52673800635,5052,9958
46399,416255.3019377634,60120,41606
54791,491522.7918195475,12642,49132
11478,103116.27140536,36280,10292
49224,441593.2044219441,9956,44140
23436,210357.04103944227,34929,21015
51603,462927.3178614038,29429,46273
31346,281271.52229981695,38616,28108
52561,471513.6452754138,33222,47132
9660,86828.12436991141,20738,8662
25493,228799.92498956574,5662,22860
17916,160841.6446834306,41799,16065
16273,146115.17829257424,21410,14592
20202,181349.35825676812,35393,18115
25058,224902.4354805465,862,22470
8340,74978.86028292154,42322,7478
46329,415639.82015400205,9642,41544
36052,323477.8515584501,36320,32328
54334,487414.0953045815,25674,48722
46194,414433.87830598676,5893,41423
9766,87773.72342082972,24167,8757
4582,41276.48753011452,50560,4108
27703,248601.84282753858,54901,24841
31524,282884.94700675755,13468,28268
15742,141357.89176877035,11032,14116
51251,459778.85599871114,52657,45957
38106,341897.9903561139,27354,34170
49009,439671.3886243792,23399,43947
7143,64248.32735486388,17817,6405
53404,479076.5562006931,28968,47888
13504,121293.6793025376,20227,12109
29369,263549.34642348683,50691,26335
28788,258339.12239047643,51058,25814
53763,482295.5940827352,23892,48210
18139,162847.66168673127,39741,16265
15775,141648.3233256444,49805,14145
22253,199737.09349522556,46728,19954
23641,212184.79124235926,23635,21199
11905,106949.32929312185,29695,10675
11555,103806.47570298564,39389,10361
15158,136121.26304267356,31700,13592
30630,274856.0047604557,35234,27466
22497,201929.96011285367,33605,20173
25688,230536.60998905922,62038,23034
47113,422664.41998050344,11515,42247
15786,141753.26873234642,40889,14155
59617,534789.6316740817,50079,53459
49257,441890.2678239696,48729,44169
11446,102834.7137906856,56261,10263
20564,184592.31716954955,10016,18440
12027,108037.09476545636,55894,10784
17875,160481.59875560677,57162,16028
23948,214930.23555084487,42838,21474
8576,77096.91977651199,17814,7690
946,8678.786004748232,19476,848
28752,258027.40414691047,32586,25782
45929,412056.18504555564,30081,41185
19851,178196.81207896126,51854,17800
56378,505745.52264587115,18857,50555
24195,217166.52751899717,9414,21696
59021,529453.6367238129,20909,52925
15463,138847.30682159742,64437,13865
35338,317071.1130581033,19404,31688
50002,448561.80546436866,52431,44837
3869,34894.15388158043,26877,3469
60934,546600.2508775741,48796,54640
23913,214623.2404026041,17599,21443
32625,292740.47728025203,32395,29255
41176,369429.64878874423,22821,36923
42130,377983.9794429423,53682,37778
1551,14099.081589061283,53264,1390
56818,509698.6117154032,55343,50949
40859,366584.40681067645,5767,36639
65444,587034.2461337299,62412,58684
30894,277236.59439192264,17813,27703
40198,360665.60788850026,23326,36046
28899,259336.46905512564,20652,25914
58299,522960.2139434582,58129,52277
54539,489262.56852544687,14380,48906
59533,534046.8187486002,28818,53384
33041,296474.5774251634,34726,29628
51856,465208.1977657478,20924,46500
23509,211009.74248923393,65106,21080
30201,271013.9080064911,55353,27081
49810,446854.50609645713,41275,44665
5318,47881.49140036778,49644,4768
46552,417636.5137665493,7584,41744
1036,9495.080874301962,135,929
38045,341349.9944750829,47015,34115
31267,280574.45691127446,49041,28037
30708,275556.8439148694,31576,27536
32388,290613.50700876885,63670,29042
32232,289234.1288307133,5465,28903
26691,239550.54578594485,23400,23934
29573,265383.2298825661,46164,26518
37227,334021.28000180476,13136,33382
50023,448750.88924578356,41366,44856
36178,324612.06786728156,35451,32441
42099,377708.2192035025,1375,37751
54815,491731.3856985654,46797,49153
64833,581571.4001899811,3705,58137
7120,64040.09219910762,42416,6384
46711,419069.9806325643,45488,41886
14754,132504.4410016979,13686,13230
12894,115819.7330908622,20274,11562
51958,466115.2791430157,51421,46591
4501,40559.48848615371,8998,4036
55551,498334.31516545406,45881,49813
50487,452917.9596791468,46486,45272
65181,584695.1236928668,7545,58449
43764,392644.89583541476,3932,39244
57194,513072.43284773803,749,51287
7767,69841.81876902326,54074,6964
58307,523050.3459917106,3993,52285
10505,94401.87521651002,2950,9420
20597,184898.9715600443,48789,18469
8400,75527.17436655982,29428,7532
26317,236178.89394988678,64460,23598
49075,440251.0884318013,35424,44006
17565,157702.84944722266,58260,15750
53871,483265.410413624,13787,48307
39725,356427.93720434123,13588,35622
41208,369715.2593989739,2840,36952
61511,551778.6700336986,9976,55158
28295,253920.67506049084,45618,25372
22581,202677.4054465146,54866,20248
65164,584529.8516450778,57063,58433
36495,327448.1506071284,52505,32725
40269,361294.37403759046,1516,36110
19414,174277.98122518713,60588,17408
14116,126786.90372484736,6646,12658
11126,99965.90533064303,59508,9976
14648,131544.56543405761,10257,13135
12789,114875.39808316756,10078,11468
48926,438920.9815989805,60892,43872
3797,34237.96711305666,55454,3404
41238,369989.90427584806,61914,36978
62198,557937.2666781583,13038,55774
50160,449986.1805092355,31581,44979
26397,236905.48703821516,47268,23670
3893,35101.169978409074,61032,3490
54652,490269.9450563278,35961,49007
207,2051.709642919353,40693,185
44641,400492.113168365,31684,40030
43961,394406.76661044103,46774,39420
12575,112961.79810589747,16754,11276
48477,434901.0119297347,19788,43470
11497,103292.13838551327,38749,10309
14785,132787.2087643054,472,13258
53202,477276.9004419434,19961,47707
64153,575464.4434866122,18795,57527
17344,155724.40282354958,46784,15552
60367,541519.7366827849,19946,54132
59839,536786.5622708016,54788,53658
50412,452252.80543651653,29843,45205
9177,82486.11485971666,13149,8229
19618,176103.4087399177,56061,17591
44404,398367.1241549348,62959,39817
65469,587267.3228427338,24279,58707
53365,478734.857745103,30797,47853
27537,247116.43611018235,64366,24692
15414,138413.0329459076,2894,13822
62922,564428.2953969139,27805,56423
18098,162475.004363185,55104,16228
22423,201266.9518277099,10195,20107
63196,566884.6252472625,8235,56669
36801,330206.02050717245,12954,33000
17337,155656.55295432988,28632,15546
351,3339.4768592578416,49060,314
28171,252813.97059748252,32953,25261
64603,579495.9863391595,53132,57930
28339,254321.83430031544,9954,25412
45834,411202.2705262928,17736,41100
16579,148861.28132235783,47380,14866
50819,455905.3414177058,27556,45570
50830,456001.02844453376,18640,45580
39856,357582.46643722575,44405,35739
50572,453679.34895576845,60980,45348
37925,340280.45507361094,7282,34008
24788,222480.1301452891,58885,22227
48346,433718.145648474,54492,43352
54718,490860.4487868371,47986,49066
55107,494352.5004925922,36463,49415
13961,125401.7814117479,7195,12519
44331,397706.83761353703,32782,39752
283,2727.4710525256633,50569,253
37478,336271.05689895776,18165,33607
37423,335768.6225488208,62745,33557
23817,213763.67538982583,12021,21357
65132,584246.5400093283,11523,58405
57852,518971.56917684176,3491,51877
2532,22892.637540903066,32458,2270
13683,122891.62451692253,53833,12269
13629,122414.22693944829,26125,12221
58809,527535.9066367937,14051,52735
34000,305082.6531309456,31752,30488
47756,428432.58354768064,50241,42823
53068,476067.4952412929,9445,47587
50295,451195.6987352617,35330,45100
5835,52519.99113169951,23718,5232
9195,82645.2805946161,22385,8245
25896,232409.91951987846,30443,23221
22171,199012.66765226843,11933,19881
48949,439136.0240344858,36293,43893
10237,91991.81025122658,47439,9179
24344,218495.85488595668,49467,21829
15501,139202.39265311917,3854,13900
12373,111160.56376894112,7747,11095
11323,101736.66278046343,36829,10153
12809,115063.16413619762,5780,11486
36978,331783.5697830237,60094,33158
26867,241125.44445300716,11786,24092
28521,255952.88162860612,23259,25575
31412,281877.40146834834,50641,28167
48555,435602.61772801034,16130,43540
56467,506553.12878369744,6283,50635
34493,309501.1980217107,37192,30930
42081,377545.6558958063,57660,37734
48391,434129.48439255403,12061,43393
45236,405847.4069857899,2100,40564
8797,79075.67665460212,29290,7888
64406,577738.8170088107,10290,57754
10799,97028.14546306597,44603,9683
26984,242173.93925750704,6299,24197
42759,383620.885475258,56104,38342
26428,237188.37609954228,34054,23698
15930,143048.27309400888,49256,14284
60498,542696.2451377434,50763,54249
4687,42219.67915871614,60756,4202
16110,144659.58898233675,10574,14446
65062,583612.8191901372,26566,58342
47818,428987.32963468775,23813,42879
5699,51301.85470398433,26736,5110
49440,443522.83758275065,55267,44333
63523,569824.7359355084,23140,56962
6408,57660.23154974772,11966,5746
27129,243465.14186604487,7899,24327
30679,275299.33251330955,31256,27510
8584,77167.39640788418,29199,7697
13141,118033.04468126957,52371,11783
11385,102291.33814585864,10401,10209
12146,109108.82527648845,36873,10891
26440,237285.79641294567,18371,23709
30391,272717.2736671553,14522,27252
15593,140015.38054364087,36500,13982
18964,170251.5617803679,26251,17005
12596,113145.12702028094,5689,11295
52158,467901.36613556277,8441,46771
13875,124607.59201846446,64989,12441
59467,533442.143923092,16793,53325
35306,316798.1018902317,39385,31659
52595,471819.96889367903,65228,47162
41697,374100.21038114256,35348,37390
17431,156499.44382452554,47744,15630
39402,353525.79191722063,37136,35332
17962,161267.34957423073,58122,16106
